item_id,target_word,target_level,target_POS,tested_sense_desc,condition,foil_type,foil_subtype,review_priority,ljt_eligibility,candidate_id,sentence_text,syntactic_frame,rationale,known_risks,approach_label,llm_draft_version
uvlt_3k_t05_i03,audience,3K,noun,people who watch and listen,inappropriate,a_selectional,a_selectional,routine,eligible,2,The audience melted after the performance.,SV-PP,audience (+human collective) + 'melted' (+substance process) violates +human selection,,substance-violation,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t05_i03,audience,3K,noun,people who watch and listen,inappropriate,a_selectional,a_selectional,routine,eligible,3,A large audience boiled the movie.,SVO,audience (+human collective perceiver) + 'boiled' (material process) non-collocate verb frame,,verb-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i02,specify,3K,verb,say clearly,appropriate,NA,,critical,careful,1,Please specify the exact meeting date.,SVO,say-clearly sense forced by 'exact meeting date',CRITICAL item. Report verb with broad collocates — foil may feel arbitrary. Native flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i02,specify,3K,verb,say clearly,appropriate,NA,,critical,careful,2,You must specify the meeting time.,SVO,say-clearly sense forced by modal 'must' + 'specify the meeting time'; base form target,CRITICAL: cand2/3 must block arbitrariness — using tightly bound collocates.,time-obj,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i02,specify,3K,verb,say clearly,appropriate,NA,,critical,careful,3,Please specify the address for delivery.,SVO-PP,say-clearly sense forced by 'specify the address for delivery',CRITICAL: address/delivery is a canonical specify-object; swap breaks more visibly.,address-obj,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i02,specify,3K,verb,say clearly,inappropriate,b_collocation,b_collocation,critical,careful,1,Please specify the exact meeting cloud.,SVO,specify + 'cloud' as obj non-collocate (specify date/time/amount/location/conditions/requirements standard),CRITICAL item. Report verb with broad collocates — foil may feel arbitrary. Native flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i02,specify,3K,verb,say clearly,inappropriate,b_collocation,b_collocation,critical,careful,2,You must specify the meeting rainbow.,SVO,'specify a rainbow' non-collocate; specify date/time/amount/location/conditions/requirements standard. Rainbow blocks conditional-rescue,CRITICAL: rainbow chosen to avoid compositional rescue; unambiguously external concrete.,object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i02,specify,3K,verb,say clearly,inappropriate,b_collocation,b_collocation,critical,careful,3,Please specify the address for rainbows.,SVO-PP,specify + 'for rainbows' governed-PP non-collocate; specify + for + purpose/recipient (delivery/reference/clarity) standard,CRITICAL: swap moved to governed prep-object so candidate 3 tests a different syntactic position from candidate 2.,prep-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i03,exhibit,3K,verb,show in public,appropriate,NA,,critical,careful,1,The museum exhibits ancient Greek art.,SVO,show-in-public sense forced by 'museum' + 'ancient Greek art',CRITICAL item. Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i03,exhibit,3K,verb,show in public,appropriate,NA,,critical,careful,2,The gallery exhibited modern Spanish paintings.,SVO,show-in-public sense forced by +gallery subj + 'modern Spanish paintings',CRITICAL: gallery/paintings maximally canonical.,painting-obj,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i03,exhibit,3K,verb,show in public,appropriate,NA,,critical,careful,3,Artists exhibit their work every year.,SVO-temporal,show-in-public sense forced by 'artists exhibit their work every year',CRITICAL: artist+work is textbook exhibit pair.,artist-subj,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i03,exhibit,3K,verb,show in public,inappropriate,b_collocation,b_collocation,critical,careful,1,The museum exhibits ancient Greek dinners.,SVO,exhibit + 'dinners' non-collocate (exhibit art/paintings/sculpture/work/artifacts standard),CRITICAL item. Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i03,exhibit,3K,verb,show in public,inappropriate,b_collocation,b_collocation,critical,careful,2,The gallery exhibited modern Spanish laughter.,SVO,'exhibit laughter' non-collocate; exhibit art/paintings/sculpture/work/artifacts standard,CRITICAL: laughter (-display-object) blocks the metonymic reading 'exhibit [artist]'s laughter' since gallery context rules out human-subject metonymy.,object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t06_i03,exhibit,3K,verb,show in public,inappropriate,b_collocation,b_collocation,critical,careful,3,Artists exhibit their thunder every year.,SVO-temporal,'exhibit thunder' non-collocate; exhibit + artwork/craft/display-item/possession standard,"CRITICAL: thunder (natural phenomenon, -ownable, -artifact) blocks any possessive-exhibit metaphor such as 'their voice'.",object-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i01,capture,3K,verb,catch,appropriate,NA,,careful,careful,1,The police captured the escaped prisoner.,SVO,catch sense forced by 'police captured' + 'escaped prisoner',minority-sense (capture moment/beauty idiom). Foil could be rescued by 'capture a sunrise (photo)' idiom. Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i01,capture,3K,verb,catch,appropriate,NA,,careful,careful,2,Soldiers captured the enemy base quickly.,SVO-adv,catch sense forced by +military subj + 'enemy base',minority 'capture moment' rescue risk.,enemy-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i01,capture,3K,verb,catch,appropriate,NA,,careful,careful,3,They captured the runaway horse yesterday.,SVO-temporal,catch sense forced by 'captured the runaway horse yesterday',,runaway-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i01,capture,3K,verb,catch,inappropriate,b_collocation,b_collocation,careful,careful,1,The police captured the escaped sunrise.,SVO,capture + 'sunrise' as direct obj in this sense non-collocate (capture thief/prisoner/fugitive/town/fort standard for catch sense),minority-sense (capture moment/beauty idiom). Foil could be rescued by 'capture a sunrise (photo)' idiom. Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i01,capture,3K,verb,catch,inappropriate,b_collocation,b_collocation,careful,careful,2,Soldiers captured the enemy sunrise quickly.,SVO-adv,'capture the enemy sunrise' non-collocate catch sense; capture thief/prisoner/town/base standard,,object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i01,capture,3K,verb,catch,inappropriate,b_collocation,b_collocation,careful,careful,3,They captured the runaway rainbow yesterday.,SVO-temporal,'capture the runaway rainbow' non-collocate catch sense; capture fugitive/animal/thief standard,,object-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i02,proceed,3K,verb,go on,appropriate,NA,,routine,eligible,1,They proceeded to the next room.,SV-PP,go-on sense forced by 'to the next room' (physical movement),mild — could read as b: proceed to next song (in playlist) is natural. Weak foil; reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i02,proceed,3K,verb,go on,appropriate,NA,,routine,eligible,2,They proceeded down the narrow corridor.,SV-PP,go-on sense forced by 'proceeded down the narrow corridor' (physical movement),weak foil risk noted.,corridor-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i02,proceed,3K,verb,go on,appropriate,NA,,routine,eligible,3,We proceeded toward the main exit.,SV-PP,go-on sense forced by 'proceeded toward the main exit' (physical movement),,exit-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i02,proceed,3K,verb,go on,inappropriate,b_collocation,b_collocation,routine,eligible,1,They proceeded to the next song.,SV-PP,proceed to + 'song' non-collocate (proceed to + next step/room/area/phase/level standard),mild — could read as b: proceed to next song (in playlist) is natural. Weak foil; reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i02,proceed,3K,verb,go on,inappropriate,b_collocation,b_collocation,routine,eligible,2,They proceeded down the narrow promise.,SV-PP,'proceed down a promise' non-collocate; proceed down/along + physical path standard,,prep-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t07_i02,proceed,3K,verb,go on,inappropriate,b_collocation,b_collocation,routine,eligible,3,We proceeded toward the main rainbow.,SV-PP,'proceed toward a rainbow' non-collocate physical-movement sense; proceed toward + destination standard,,prep-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i01,persist,3K,verb,continue to happen,appropriate,NA,,critical,careful,1,The heavy rain persisted for three days.,SV-PP,continue-to-happen sense forced by 'heavy rain persisted for three days',"CRITICAL item. FAIL-MODE-4 risk: oddness at for+triangles, not persist. Reviewer flag.",draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i01,persist,3K,verb,continue to happen,appropriate,NA,,critical,careful,2,The loud noise persisted all night.,SV-temporal,continue-to-happen sense forced by +perceivable 'loud noise' + 'persisted all night',CRITICAL: matched with time-unit adjunct to block fail-mode-4.,noise-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i01,persist,3K,verb,continue to happen,appropriate,NA,,critical,careful,3,His strong cough persisted through winter.,SV-PP,continue-to-happen sense forced by +condition 'strong cough' + 'persisted through winter',CRITICAL: condition+through+season is prototypical persist frame.,cough-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i01,persist,3K,verb,continue to happen,inappropriate,b_collocation,b_collocation,critical,careful,1,The heavy rain persisted for three triangles.,SV-PP,persisted for + 'triangles' non-collocate duration unit (hours/days/weeks/months/years standard),"CRITICAL item. FAIL-MODE-4 risk: oddness at for+triangles, not persist. Reviewer flag.",draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i01,persist,3K,verb,continue to happen,inappropriate,b_collocation,b_collocation,critical,careful,2,The loud noise persisted all triangle.,SV-temporal,persisted all + 'triangle' non-collocate temporal unit; persisted all + night/day/week/year standard,"CRITICAL: swap is in direct duration-complement of persist (adverbial), not elsewhere in the sentence — blocks fail-mode-4 attribution to unrelated words.",object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i01,persist,3K,verb,continue to happen,inappropriate,b_collocation,b_collocation,critical,careful,3,His strong cough persisted through rainbow.,SV-PP,'persisted through a rainbow' non-collocate; persist through + duration/season/event standard,CRITICAL: rainbow as prep-object of persist-through blocks fail-mode-4 since persist's prepositional argument is directly semantically ill-formed.,prep-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i02,exceed,3K,verb,goes beyond the limit,appropriate,NA,,routine,eligible,1,The cost exceeded our original estimate.,SVO,goes-beyond-limit sense forced by 'cost exceeded' + 'estimate',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i02,exceed,3K,verb,goes beyond the limit,appropriate,NA,,routine,eligible,2,The price exceeded our original limit.,SVO,goes-beyond-limit sense forced by 'price exceeded our original limit',,limit-obj,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i02,exceed,3K,verb,goes beyond the limit,appropriate,NA,,routine,eligible,3,Her test score exceeded every expectation.,SVO,goes-beyond-limit sense forced by 'test score exceeded every expectation',,expectation-obj,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i02,exceed,3K,verb,goes beyond the limit,inappropriate,b_collocation,b_collocation,routine,eligible,1,The cost exceeded our original breakfast.,SVO,exceed + 'breakfast' as obj non-collocate (exceed expectations/limits/budget/estimates/target standard),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i02,exceed,3K,verb,goes beyond the limit,inappropriate,b_collocation,b_collocation,routine,eligible,2,The price exceeded our original rainbow.,SVO,'exceed rainbow' non-collocate; exceed expectations/limits/budget/estimate/target standard,,object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t08_i02,exceed,3K,verb,goes beyond the limit,inappropriate,b_collocation,b_collocation,routine,eligible,3,Her test score exceeded every thunder.,SVO,'exceed thunder' non-collocate; exceed + measurable-target noun standard,,object-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i01,approximate,3K,adjective,almost exact,appropriate,NA,,critical,careful,1,Please give an approximate cost today.,SVO,almost-exact sense forced by 'give an' + 'cost',CRITICAL item. Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i01,approximate,3K,adjective,almost exact,appropriate,NA,,critical,careful,2,The approximate time is three hours.,SVC,almost-exact sense forced by 'approximate time' + 'is three hours',CRITICAL: matched with quantity-head noun.,time-head,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i01,approximate,3K,adjective,almost exact,appropriate,NA,,critical,careful,3,She gave an approximate weight estimate.,SVO,almost-exact sense forced by 'approximate weight estimate',CRITICAL: matched with measurement-head noun.,weight-head,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i01,approximate,3K,adjective,almost exact,inappropriate,a_selectional,b_collocation,critical,careful,1,Please give an approximate cousin today.,SVO,approximate + 'cousin' non-collocate (approximate number/cost/time/size/value/age/weight standard),CRITICAL item. Reviewer flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i01,approximate,3K,adjective,almost exact,inappropriate,a_selectional,b_collocation,critical,careful,2,The approximate rainbow is three hours.,SVC,'approximate rainbow' non-collocate; approximate + number/time/size/cost/weight/age standard,"CRITICAL: rainbow (natural phenomenon, not measurable-quantity) unambiguously blocks approximate as modifier.",modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i01,approximate,3K,adjective,almost exact,inappropriate,a_selectional,b_collocation,critical,careful,3,She gave an approximate thunder estimate.,SVO,'approximate thunder' non-collocate; approximate + quantifiable-noun head standard,CRITICAL: thunder is not a quantity-noun; 'approximate' requires +measurable head.,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i02,prior,3K,adjective,earlier,appropriate,NA,,careful,careful,1,His prior experience helped him greatly.,SVO,earlier sense forced by 'prior experience' + 'helped',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i02,prior,3K,adjective,earlier,appropriate,NA,,careful,careful,2,Her prior knowledge made everything easier.,SVC,earlier sense forced by 'prior knowledge' + 'made everything easier',,knowledge-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i02,prior,3K,adjective,earlier,appropriate,NA,,careful,careful,3,He needed prior approval from management.,SVO-PP,earlier sense forced by 'needed prior approval from management',,approval-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i02,prior,3K,adjective,earlier,inappropriate,a_selectional,b_collocation,careful,careful,1,His prior breakfast helped him greatly.,SVO,prior + 'breakfast' non-collocate (prior experience/knowledge/notice/approval/arrangement/engagement standard),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i02,prior,3K,adjective,earlier,inappropriate,a_selectional,b_collocation,careful,careful,2,Her prior rainbow made everything easier.,SVC,'prior rainbow' non-collocate; prior + experience/knowledge/notice/approval/arrangement standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i02,prior,3K,adjective,earlier,inappropriate,a_selectional,b_collocation,careful,careful,3,He needed prior thunder from management.,SVO-PP,'prior thunder' non-collocate; prior + formal-action/document head standard,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i03,frequent,3K,adjective,happening often,appropriate,NA,,routine,eligible,1,The frequent rain damaged our garden.,SVO,happening-often sense forced by 'frequent rain' + 'damaged garden',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i03,frequent,3K,adjective,happening often,appropriate,NA,,routine,eligible,2,Her frequent visits pleased her grandmother.,SVO,happening-often sense forced by 'frequent visits pleased her grandmother',,visit-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i03,frequent,3K,adjective,happening often,appropriate,NA,,routine,eligible,3,They made frequent stops along the road.,SVO-PP,happening-often sense forced by 'made frequent stops along the road',,stop-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i03,frequent,3K,adjective,happening often,inappropriate,a_selectional,b_collocation,routine,eligible,1,The frequent dream damaged our garden.,SVO,frequent + 'dream' non-collocate (frequent visitor/flyer/use/rain/stops/trips standard),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i03,frequent,3K,adjective,happening often,inappropriate,a_selectional,b_collocation,routine,eligible,2,Her frequent rainbows pleased her grandmother.,SVO,'frequent rainbow' non-collocate; frequent + visitor/flyer/rain/trip/stop standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t09_i03,frequent,3K,adjective,happening often,inappropriate,a_selectional,b_collocation,routine,eligible,3,They made frequent thunders along the road.,SVO-PP,'frequent thunder' non-collocate; frequent + countable-repeatable-event standard,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i01,consistent,3K,adjective,not changing,appropriate,NA,,careful,careful,1,Her grades have been consistent recently.,SVC,not-changing sense forced by 'grades have been consistent',grammatical oddness: copula+pl N needs article. Iteration 3.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i01,consistent,3K,adjective,not changing,appropriate,NA,,careful,careful,2,Her work showed consistent quality lately.,SVO-temporal,not-changing sense forced by 'consistent quality' + 'showed' + 'lately',,quality-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i01,consistent,3K,adjective,not changing,appropriate,NA,,careful,careful,3,The team delivered consistent results daily.,SVO-adv,not-changing sense forced by 'delivered consistent results daily',,results-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i01,consistent,3K,adjective,not changing,inappropriate,a_selectional,b_collocation,careful,careful,1,Her grades have been consistent apples.,SVC,consistent + 'apples' non-collocate; consistent quality/results/performance/approach/message standard,grammatical oddness: copula+pl N needs article. Iteration 3.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i01,consistent,3K,adjective,not changing,inappropriate,a_selectional,b_collocation,careful,careful,2,Her work showed consistent laughter lately.,SVO-temporal,'consistent laughter' non-collocate; consistent + quality/results/performance/approach/message standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i01,consistent,3K,adjective,not changing,inappropriate,a_selectional,b_collocation,careful,careful,3,The team delivered consistent rainbows daily.,SVO-adv,'consistent rainbow' non-collocate; consistent + measurable-output standard,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i03,mutual,3K,adjective,shared,appropriate,NA,,careful,careful,1,Their mutual respect grew over time.,SVO,shared sense forced by 'mutual respect' + 'grew',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i03,mutual,3K,adjective,shared,appropriate,NA,,careful,careful,2,They shared a mutual interest today.,SVO-temporal,shared sense forced by 'shared a mutual interest today',,interest-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i03,mutual,3K,adjective,shared,appropriate,NA,,careful,careful,3,Our mutual friend joined the meeting.,SVO,shared sense forced by 'our mutual friend joined the meeting',,friend-frame,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i03,mutual,3K,adjective,shared,inappropriate,a_selectional,b_collocation,careful,careful,1,Their mutual cupboard grew over time.,SVO,mutual + 'cupboard' non-collocate (mutual respect/friend/interest/agreement/understanding/benefit standard),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i03,mutual,3K,adjective,shared,inappropriate,a_selectional,b_collocation,careful,careful,2,They shared a mutual thunder today.,SVO-temporal,'mutual thunder' non-collocate; mutual + respect/friend/interest/agreement/understanding/benefit standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_3k_t10_i03,mutual,3K,adjective,shared,inappropriate,a_selectional,b_collocation,careful,careful,3,Our mutual rainbow joined the meeting.,SVO,'mutual rainbow' non-collocate; mutual + relational-abstract head standard,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i01,vitamin,4K,noun,healthy supplement,appropriate,NA,,routine,eligible,1,Doctors say vitamins help your health.,SVO,healthy-supplement sense forced by 'doctors' + 'help your health',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i01,vitamin,4K,noun,healthy supplement,appropriate,NA,,routine,eligible,2,Doctors recommend vitamins for growing children.,SVO-PP,healthy-supplement sense forced by 'doctors recommend vitamins for growing children',,recommend-frame,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i01,vitamin,4K,noun,healthy supplement,appropriate,NA,,routine,eligible,3,She takes vitamins every single morning.,SVO-temporal,healthy-supplement sense forced by 'takes vitamins every single morning',,take-frame,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i01,vitamin,4K,noun,healthy supplement,inappropriate,a_selectional,a_selectional,routine,eligible,1,Doctors say vitamins laugh at night.,SVO,vitamin (-animate) + 'laugh' (+animate),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i01,vitamin,4K,noun,healthy supplement,inappropriate,a_selectional,a_selectional,routine,eligible,2,Doctors recommend laughing vitamins for children.,SVO-PP,vitamin (-animate) + 'laughing' requires +animate modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i01,vitamin,4K,noun,healthy supplement,inappropriate,a_selectional,a_selectional,routine,eligible,3,She takes hungry vitamins every morning.,SVO-temporal,vitamin (-animate supplement) + 'hungry' requires +animate head noun,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i02,cave,4K,noun,opening in the ground or in the side of a hill,appropriate,NA,,routine,eligible,1,The bear slept inside the cave.,SV-PP,hill-opening sense forced by 'bear slept inside',,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i02,cave,4K,noun,opening in the ground or in the side of a hill,appropriate,NA,,routine,eligible,2,They explored the dark cold cave.,SVO,hill-opening sense forced by 'explored the dark cold cave',,explore-frame,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i02,cave,4K,noun,opening in the ground or in the side of a hill,appropriate,NA,,routine,eligible,3,A bat flew inside the cave.,SV-PP,hill-opening sense forced by 'bat flew inside the',,bat-frame,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i02,cave,4K,noun,opening in the ground or in the side of a hill,inappropriate,a_selectional,a_selectional,routine,eligible,1,The bear slept inside the happy cave.,SV-PP,cave (-animate geological) + 'happy' (+animate),,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i02,cave,4K,noun,opening in the ground or in the side of a hill,inappropriate,a_selectional,a_selectional,routine,eligible,2,They explored the laughing cold cave.,SVO,cave (-animate geological) + 'laughing' requires +animate modified noun,,animate-violation,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t01_i02,cave,4K,noun,opening in the ground or in the side of a hill,inappropriate,a_selectional,a_selectional,routine,eligible,3,A bat flew inside the hungry cave.,SV-PP,cave (-animate) + 'hungry' requires +animate modified noun,,animate-violation-2,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i01,soap,4K,noun,something used for cleaning,appropriate,NA,,routine,eligible,1,He washed his hands with soap carefully.,SVO-PP,cleaning-product sense forced by 'washed hands with',bleeds to a. Flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i01,soap,4K,noun,something used for cleaning,appropriate,NA,,routine,eligible,2,He bought some cheap hand soap.,SVO,cleaning-product sense forced by 'bought' + 'cheap hand',,hand-frame,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i01,soap,4K,noun,something used for cleaning,appropriate,NA,,routine,eligible,3,She used liquid soap for dishes.,SVO-PP,cleaning-product sense forced by 'used liquid soap for dishes',,liquid-frame,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i01,soap,4K,noun,something used for cleaning,inappropriate,b_collocation,b_collocation,routine,eligible,1,He washed his hands with angry soap.,SVO-PP,soap + 'angry' non-collocate (bar/liquid/hand/dish/fresh soap standard),bleeds to a. Flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i01,soap,4K,noun,something used for cleaning,inappropriate,b_collocation,b_collocation,routine,eligible,2,He bought some laughing hand soap.,SVO,'laughing soap' non-collocate; soap modifiers: bar/liquid/hand/dish/fresh/scented standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i01,soap,4K,noun,something used for cleaning,inappropriate,b_collocation,b_collocation,routine,eligible,3,She used hungry soap for dishes.,SVO-PP,'hungry soap' non-collocate; soap + function/texture modifier standard,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i02,tutor,4K,noun,teacher,appropriate,NA,,routine,eligible,1,The tutor taught me some math.,SVO,teacher sense forced by 'taught me',"swap is at verb arg, not direct modifier of tutor. Flag.",draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i02,tutor,4K,noun,teacher,appropriate,NA,,routine,eligible,2,Her tutor explained the math problem.,SVO,teacher sense forced by 'tutor explained the math problem',,explain-frame,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i02,tutor,4K,noun,teacher,appropriate,NA,,routine,eligible,3,The tutor gave clear homework instructions.,SVO,teacher sense forced by 'tutor gave clear homework instructions',,homework-frame,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i02,tutor,4K,noun,teacher,inappropriate,b_collocation,b_collocation,routine,eligible,1,The tutor taught me some clouds.,SVO,tutor taught + 'clouds' as subj matter non-collocate (math/English/grammar/piano/chess/history standard),"swap is at verb arg, not direct modifier of tutor. Flag.",draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i02,tutor,4K,noun,teacher,inappropriate,b_collocation,b_collocation,routine,eligible,2,Her tutor explained the rainbow problem.,SVO,'tutor explained the rainbow problem' non-collocate; tutor explains + academic-topic (math/grammar/problem/lesson) standard,,object-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i02,tutor,4K,noun,teacher,inappropriate,b_collocation,b_collocation,routine,eligible,3,The tutor gave clear thunder instructions.,SVO,'thunder instructions' non-collocate; tutor + homework/clear/simple/detailed/daily instructions standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i03,diamond,4K,noun,valuable stone,appropriate,NA,,routine,eligible,1,She wore a small diamond ring.,SVO,valuable-stone sense forced by 'wore a small' + 'ring',bleeds to a. Flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i03,diamond,4K,noun,valuable stone,appropriate,NA,,routine,eligible,2,The diamond necklace cost many thousands.,SVO,valuable-stone sense forced by 'diamond necklace cost many thousands',,necklace-frame,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i03,diamond,4K,noun,valuable stone,appropriate,NA,,routine,eligible,3,A large diamond shone in sunlight.,SV-PP,valuable-stone sense forced by 'large diamond shone in sunlight',,shine-frame,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i03,diamond,4K,noun,valuable stone,inappropriate,b_collocation,b_collocation,routine,eligible,1,She wore a sleeping diamond ring.,SVO,diamond + 'sleeping' mod non-collocate (small/large/fake/real/engagement/tiny diamond standard),bleeds to a. Flag.,draft-v1,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i03,diamond,4K,noun,valuable stone,inappropriate,b_collocation,b_collocation,routine,eligible,2,The laughing diamond necklace cost thousands.,SVO,'laughing diamond' non-collocate; diamond modifiers: small/large/fake/real/rough/cut standard,,modifier-collocate,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t02_i03,diamond,4K,noun,valuable stone,inappropriate,b_collocation,b_collocation,routine,eligible,3,A hungry diamond shone in sunlight.,SV-PP,'hungry diamond' non-collocate; diamond + size/quality/form modifier standard,,modifier-collocate-2,claude-opus-drafting-v1-2026-04-19
uvlt_4k_t03_i01,orchestra,4K,noun,group of people who play music,appropriate,NA,,routine,eligible,1,The orchestra played the symphony beautifully.,SVO-adv,music-group sense forced by 'played the symphony',could be b_collocation. Per input type 'a'.,draft-v1,claude-opus-drafting-v1-2026-04-19
